user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,total_productos,tipos_producto,productos_activos,limite_credito_total,saldo_total,utilizacion_promedio,total_transacciones,monto_total_txn,monto_promedio_txn,cashback_total,txn_internacionales,categorias_unicas,canales_usados,tipo_producto_principal,categoria_mcc_principal,canal_principal_real,tipo_operacion_principal
USR-08883,24,H,Otros,Tepic,Licenciatura,Independiente,8000,279,True,False,App,504,1,app_android,7.0,False,True,es_MX,False,2,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",2,6000.0,6348.85,0.2734,91,189453.3,2081.9043956043956,213.93,7,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08884,50,M,Baja California,Ensenada,Posgrado,Independiente,70000,793,True,False,App,701,9,app_android,9.0,False,False,es_MX,False,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,198000.0,163506.72,0.3479,68,533244.55,7841.83161764706,1310.85,6,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08885,49,H,Baja California,Mexicali,Posgrado,Empleado,23000,160,False,True,App,519,1,app_ios,5.0,False,False,es_MX,False,0,False,2,"credito_personal, cuenta_debito",0,16000.0,83804.83,0.8775,50,181771.85,3635.437,0.0,2,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08886,36,H,Baja California,Tecate,Secundaria,Desempleado,29000,282,False,False,App,419,172,app_android,,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,49971.44,,6,52909.979999999996,8818.33,0.0,1,3,"app_android, app_ios",cuenta_debito,gobierno,app_android,transf_entrada
USR-08887,37,H,Ciudad de México,CDMX - Cuauhtémoc,Secundaria,Empleado,16000,104,True,True,App,579,12,app_android,6.0,False,False,es_MX,True,3,False,5,"credito_nomina, cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",3,107000.0,98707.92,0.3067,52,234865.3,4516.640384615384,201.08,4,10,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08888,59,H,Estado de México,Tlalnepantla,Posgrado,Independiente,23000,791,True,False,Fan Shop,774,18,app_ios,8.0,False,True,es_MX,True,3,False,3,"cuenta_debito, inversion_hey, seguro_vida",3,0.0,165245.46,,38,400665.0,10543.815789473685,229.19,4,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08889,40,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Empleado,36500,648,True,True,App,740,2,app_android,9.0,False,True,es_MX,False,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,5000.0,554015.3400000001,0.0994,62,645042.78,10403.915806451614,342.38,3,11,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08890,37,H,Baja California,Tecate,Preparatoria,Independiente,5500,175,False,False,App,567,52,app_ios,,False,False,es_MX,False,0,False,1,cuenta_debito,0,0.0,52709.49,,15,106146.97,7076.464666666667,0.0,1,4,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,gobierno,app_ios,pago_servicio
USR-08891,38,M,Nuevo León,Apodaca,Posgrado,Empleado,54000,1522,False,False,App,787,15,app_android,7.0,False,False,es_MX,False,3,False,3,"credito_auto, cuenta_debito, tarjeta_credito_hey",3,314000.0,39993.3,0.15345,46,449889.01,9780.195869565217,0.0,0,10,"app_android, app_huawei, app_ios, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08892,44,H,Baja California,Tijuana,Licenciatura,Empleado,15500,1603,False,True,App,499,5,app_ios,7.0,False,False,es_MX,False,2,True,3,"credito_personal, cuenta_debito, tarjeta_credito_hey",2,109000.0,151937.32,0.8085,39,167796.74,4302.480512820513,0.0,3,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08893,40,M,Jalisco,Puerto Vallarta,Preparatoria,Independiente,56000,131,False,False,App,586,7,app_ios,8.0,False,False,es_MX,False,3,False,3,"credito_auto, cuenta_debito, cuenta_negocios",3,363000.0,141301.16,0.2009,96,747148.44,7782.796249999999,0.0,5,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08894,40,M,Nuevo León,Monterrey,Licenciatura,Independiente,7500,127,False,False,Fan Shop,322,9,app_android,,False,False,es_MX,True,1,False,2,"credito_personal, cuenta_debito",1,48000.0,88073.51000000001,0.6842,54,177610.57,3289.08462962963,0.0,4,8,"app_android, app_huawei, app_ios, cajero_banregio, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08895,38,H,Coahuila,Piedras Negras,Licenciatura,Empresario,61000,298,True,False,App,593,2,app_huawei,9.0,False,False,es_MX,False,2,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",2,428000.0,314492.67000000004,0.4187,43,283706.86,6597.833953488372,1317.7,0,8,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_huawei,compra
USR-08896,34,M,Baja California,Ensenada,Secundaria,Empresario,46000,218,False,False,App,675,10,app_ios,8.0,False,False,en_US,False,4,False,4,"credito_personal, cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",4,145000.0,161533.21,0.2509,88,773817.51,8793.380795454546,0.0,2,7,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-08897,28,M,Jalisco,Puerto Vallarta,Posgrado,Independiente,20500,1497,True,False,Fan Shop,785,1,app_android,9.0,False,True,es_MX,False,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,111000.0,63682.979999999996,0.2898,62,523068.28,8436.585161290323,304.64,3,11,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-08898,28,H,Nuevo León,Apodaca,Preparatoria,Empresario,95000,1353,False,False,App,652,5,app_android,8.0,False,True,en_US,False,2,False,2,"cuenta_debito, tarjeta_credito_negocios",2,82000.0,60510.87,0.5034,95,798259.42,8402.730736842106,0.0,4,9,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08899,53,H,Nuevo León,Monterrey,Licenciatura,Empleado,27000,1798,True,True,App,683,11,app_android,8.0,False,False,es_MX,False,3,False,4,"credito_nomina, cuenta_debito, seguro_vida, tarjeta_credito_hey",3,167000.0,70200.35,0.20224999999999999,67,356869.34,5326.408059701493,244.26999999999998,2,10,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08900,22,M,Sinaloa,Los Mochis,Posgrado,Estudiante,10000,1112,False,False,App,583,110,app_android,5.0,False,False,es_MX,True,1,False,1,cuenta_debito,1,0.0,82522.17,,9,36658.59,4073.1766666666663,0.0,0,4,"app_android, app_ios, cajero_banregio, oxxo, pos_fisico",cuenta_debito,gobierno,pos_fisico,compra
USR-08901,45,M,Nuevo León,Guadalupe,Licenciatura,Empleado,12000,1754,True,True,App,678,11,app_ios,6.0,False,False,es_MX,False,3,False,3,"credito_nomina, cuenta_debito, tarjeta_credito_hey",3,201000.0,122607.37,0.2102,33,105286.20999999999,3190.491212121212,125.77,2,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08902,50,M,Jalisco,Guadalajara,Licenciatura,Independiente,10500,1534,True,False,App,539,21,app_ios,6.0,True,False,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,25000.0,92967.0,0.7864,40,111445.21,2786.13025,143.45,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08903,31,H,Guanajuato,Celaya,Preparatoria,Empresario,11500,995,False,False,App,530,8,app_android,7.0,True,False,en_US,False,1,False,1,cuenta_debito,1,0.0,72389.4,,41,155056.79,3781.8729268292686,0.0,4,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08904,50,H,Nuevo León,Monterrey,Preparatoria,Empleado,31500,577,False,True,App,532,6,app_ios,8.0,False,False,es_MX,False,2,False,3,"credito_nomina, cuenta_debito, tarjeta_credito_hey",2,67000.0,60149.11,0.19545,37,178584.96,4826.62054054054,0.0,1,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08905,55,M,Jalisco,Tonalá,Licenciatura,Independiente,37000,1765,True,False,App,712,6,app_android,7.0,False,False,es_MX,False,2,False,3,"credito_personal, cuenta_debito, cuenta_negocios",2,34000.0,100965.17,0.3944,98,775690.33,7915.207448979591,1840.0900000000001,4,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08906,19,H,Otros,Zacatecas,Preparatoria,Estudiante,14000,546,True,False,App,616,2,app_ios,10.0,False,True,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,86000.0,33613.54,0.2604,94,323585.31,3442.396914893617,159.64,11,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08907,37,H,Sinaloa,Los Mochis,Licenciatura,Empleado,46500,1519,True,True,App,722,3,app_ios,10.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, seguro_vida",3,0.0,202860.63,,90,777089.58,8634.328666666666,471.90999999999997,7,12,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08908,46,H,Nuevo León,Monterrey,Posgrado,Empleado,24000,111,False,True,App,684,13,app_ios,7.0,False,True,es_MX,True,2,False,2,"cuenta_debito, inversion_hey",2,0.0,47531.07,,32,457707.87,14303.3709375,0.0,0,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,gobierno,app_ios,abono_inversion
USR-08909,43,H,Jalisco,Tonalá,Licenciatura,Empleado,41500,532,True,True,Fan Shop,640,2,app_android,10.0,True,False,es_MX,True,3,False,4,"cuenta_debito, inversion_hey, seguro_compras, tarjeta_credito_hey",3,147000.0,122699.45,0.1056,82,960010.08,11707.439999999999,335.1,4,12,"app_android, app_huawei, app_ios, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-08910,28,H,Tamaulipas,Nuevo Laredo,Licenciatura,Empresario,38000,1413,True,False,App,568,6,app_huawei,8.0,False,True,es_MX,True,3,False,3,"credito_auto, cuenta_debito, tarjeta_credito_negocios",3,457000.0,152762.0,0.33575,46,343039.76,7457.386086956522,1420.33,1,9,"app_android, app_huawei, app_ios, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08911,32,M,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Empleado,29500,1529,False,True,App,768,15,app_android,10.0,False,True,es_MX,False,2,False,2,"cuenta_debito, seguro_vida",2,0.0,27399.9,,40,159464.21,3986.6052499999996,0.0,0,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08912,49,H,,,Licenciatura,Empleado,30500,831,True,True,App,775,19,app_ios,9.0,False,False,es_MX,False,2,False,3,"credito_nomina, cuenta_debito, seguro_vida",2,61000.0,66177.65,0.4959,45,263720.2,5860.448888888889,182.49,3,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08913,42,M,Baja California,Tecate,Posgrado,Empleado,54000,1513,False,False,App,845,6,app_ios,7.0,False,False,es_MX,True,4,False,4,"credito_auto, cuenta_debito, inversion_hey, tarjeta_credito_hey",4,537000.0,436247.24,0.18565,55,893371.88,16243.12509090909,0.0,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,viajes,app_ios,compra
USR-08914,52,M,Querétaro,Querétaro,Preparatoria,Empleado,10000,1663,False,True,App,669,5,app_ios,8.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,81681.11,,38,229482.5,6039.013157894737,0.0,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_android,compra
USR-08915,29,M,Jalisco,San Pedro Tlaquepaque,Secundaria,Empleado,13000,1675,False,True,App,601,2,app_android,8.0,False,False,es_MX,True,2,False,2,"credito_nomina, cuenta_debito",2,13000.0,32910.36,0.4165,50,284892.91,5697.8582,0.0,2,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08916,32,H,Ciudad de México,CDMX - Miguel Hidalgo,Preparatoria,Empleado,16000,1544,False,False,App,459,0,app_android,7.0,False,False,es_MX,False,3,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,52000.0,31201.350000000002,0.5802,93,300048.58,3226.3288172043012,0.0,2,7,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08917,28,H,Coahuila,Monclova,Licenciatura,Empleado,23000,1277,True,False,App,766,3,app_android,10.0,False,False,es_MX,True,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,96000.0,525180.2999999999,0.1764,58,495756.12,8547.519310344827,201.12,3,10,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08918,52,H,Nuevo León,San Pedro Garza García,Preparatoria,Empleado,31000,638,False,True,App,824,7,app_android,,False,False,es_MX,True,2,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",2,10000.0,458927.12,0.3425,31,237528.33,7662.204193548387,0.0,2,9,"app_android, app_huawei, app_ios, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-08919,20,H,Tamaulipas,Reynosa,Secundaria,Empleado,10000,950,True,True,App,613,2,app_ios,10.0,True,False,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,53000.0,49975.78,0.3824,65,277979.43,4276.606615384615,117.93,3,8,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08920,34,H,Coahuila,Monclova,Posgrado,Independiente,40500,1730,True,False,App,698,5,app_android,9.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, seguro_compras",3,0.0,38852.97,,58,513681.77,8856.58224137931,421.47,1,10,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-08921,49,M,Puebla,San Andrés Cholula,Posgrado,Independiente,67000,1316,True,False,App,696,3,app_huawei,7.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, seguro_vida",3,0.0,138543.16,,67,866575.75,12933.966417910447,377.41999999999996,6,9,"app_android, app_huawei, app_ios, cajero_externo, pos_fisico",cuenta_debito,ropa_accesorios,app_android,compra
USR-08922,38,H,Tamaulipas,Reynosa,Secundaria,Empresario,48000,1727,True,False,App,795,0,app_ios,7.0,False,False,es_MX,True,4,False,4,"cuenta_debito, inversion_hey, seguro_compras, tarjeta_credito_hey",4,122000.0,331299.99000000005,0.145,58,620668.88,10701.187586206897,1295.39,1,12,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-08923,19,M,Estado de México,Naucalpan,Preparatoria,Empleado,15000,859,True,False,App,537,1,app_android,7.0,False,False,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,84000.0,95954.26,0.3983,89,236934.31,2662.1832584269664,147.73,6,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08924,27,H,,,Posgrado,Empleado,10500,696,True,False,App,500,3,app_ios,10.0,True,True,es_MX,False,2,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",2,118000.0,60935.630000000005,0.4323,86,245430.37,2853.841511627907,176.07,2,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08925,34,M,Jalisco,Puerto Vallarta,Posgrado,Empleado,28000,710,True,True,App,679,1,app_huawei,6.0,False,False,es_MX,True,4,False,4,"credito_nomina, cuenta_debito, seguro_vida, tarjeta_credito_hey",4,74000.0,34307.979999999996,0.43870000000000003,36,148551.75,4126.4375,143.72,4,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-08926,53,H,Otros,Villahermosa,Secundaria,Empleado,43000,999,False,True,App,792,12,app_huawei,8.0,False,True,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, seguro_vida",3,0.0,323996.35000000003,,44,519948.87,11817.019772727273,0.0,3,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,tecnologia,app_ios,compra
USR-08927,33,H,Coahuila,Acuña,Licenciatura,Independiente,30500,1589,True,False,App,706,2,app_android,7.0,False,True,es_MX,False,2,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",2,39000.0,290968.8,0.1769,87,650851.16,7481.047816091955,463.53000000000003,4,12,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08928,19,M,Coahuila,Acuña,Preparatoria,Estudiante,24000,575,True,False,Fan Shop,557,1,app_android,7.0,False,False,es_MX,False,3,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,94000.0,67723.82,0.2718,57,103874.63,1822.3619298245615,98.86,5,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08929,46,M,Otros,Tepic,Preparatoria,Empresario,21500,1005,False,False,App,542,19,app_android,6.0,False,False,es_MX,False,2,False,2,"credito_personal, cuenta_debito",2,82000.0,119133.72,0.826,31,122524.16,3952.392258064516,0.0,1,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08930,23,M,Sonora,Ciudad Obregón,Licenciatura,Estudiante,18500,509,True,False,App,499,174,app_android,7.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,19461.15,,6,26574.429999999997,4429.071666666666,19.54,0,4,"app_android, app_huawei, app_ios, pos_fisico",cuenta_debito,gobierno,pos_fisico,compra
USR-08931,41,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,30000,1241,True,False,App,680,17,app_android,8.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,62000.0,432293.79000000004,0.0556,50,506885.69,10137.7138,311.5,3,10,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,viajes,app_ios,compra
USR-08932,44,H,Puebla,Puebla,Licenciatura,Empresario,22000,1559,True,False,App,632,2,app_ios,6.0,False,True,es_MX,False,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,138000.0,103957.61,0.1886,55,518859.4,9433.807272727274,1437.17,3,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08933,45,M,Nuevo León,García,Licenciatura,Empleado,10500,1128,True,True,Fan Shop,577,14,app_ios,7.0,False,True,es_MX,False,0,False,1,cuenta_debito,0,0.0,70985.27,,43,218851.22999999998,5089.563488372092,140.18,1,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08934,30,H,Puebla,Tehuacán,Licenciatura,Empleado,25500,1208,False,True,App,606,0,app_android,8.0,False,False,es_MX,False,2,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",2,109000.0,132759.96000000002,0.1788,55,221509.74,4027.449818181818,0.0,1,10,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08935,38,M,Guanajuato,Celaya,Licenciatura,Empresario,42000,1259,False,False,App,805,8,app_android,6.0,False,False,es_MX,True,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,482000.0,293670.29,0.3815,85,697469.15,8205.519411764706,0.0,2,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,hogar,app_android,compra
USR-08936,26,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Independiente,26000,816,True,False,App,518,1,app_android,10.0,False,True,en_US,False,1,False,1,cuenta_debito,1,0.0,31830.77,,91,248166.8,2727.107692307692,187.66,3,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08937,44,H,Estado de México,Nezahualcóyotl,Licenciatura,Empleado,22500,227,True,True,App,523,12,app_android,8.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,6241.51,,39,189205.52,4851.423589743589,118.58,4,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,ropa_accesorios,app_ios,compra
USR-08938,47,H,Baja California,Tecate,Preparatoria,Independiente,21500,1284,False,False,App,506,1,app_ios,,False,False,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,41000.0,65530.69,0.9036,61,201736.68,3307.15868852459,0.0,3,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08939,30,M,Baja California,Mexicali,Licenciatura,Empleado,43000,1090,True,True,App,608,15,app_huawei,7.0,False,False,es_MX,True,3,False,4,"credito_auto, cuenta_debito, inversion_hey, tarjeta_credito_hey",3,212000.0,315109.88,0.34014999999999995,63,704747.42,11186.466984126984,554.19,4,11,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-08940,40,H,,,Preparatoria,Independiente,9000,249,False,False,App,460,128,app_ios,7.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,73534.43,,9,81196.73,9021.858888888888,0.0,1,3,"app_android, app_huawei, cajero_banregio, codi, pos_fisico",cuenta_debito,gobierno,codi,transf_entrada
USR-08941,25,H,Guanajuato,Celaya,Licenciatura,Independiente,22500,643,True,False,App,777,3,app_ios,10.0,False,False,es_MX,True,1,False,2,"cuenta_debito, tarjeta_credito_hey",1,101000.0,84305.75,0.3761,80,135198.15,1689.9768749999998,157.36,6,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08942,45,H,,,Licenciatura,Empresario,76000,1145,False,False,App,649,7,app_android,10.0,False,False,es_MX,False,2,False,2,"cuenta_debito, cuenta_negocios",2,0.0,77498.37,,91,816249.11,8969.77043956044,0.0,6,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-08943,27,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Independiente,21500,126,True,False,App,481,1,app_ios,7.0,False,False,en_US,True,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,73000.0,129368.42000000001,0.6817,79,203810.38,2579.8782278481012,137.54,4,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08944,33,M,Ciudad de México,CDMX - Coyoacán,Posgrado,Empleado,29000,1343,True,True,Fan Shop,665,13,app_ios,9.0,False,False,es_MX,True,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,90000.0,180520.91999999998,0.2123,39,587560.82,15065.66205128205,148.75,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,entretenimiento,app_ios,transf_salida
USR-08945,25,H,Jalisco,Tonalá,Preparatoria,Empleado,21000,1113,True,True,App,532,1,app_ios,7.0,True,True,es_MX,False,3,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,62000.0,99471.32,0.4358,61,148736.41,2438.3018032786886,135.35,4,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08946,43,M,,,Posgrado,Empleado,13500,1512,False,True,App,486,1,app_ios,8.0,False,False,es_MX,False,3,False,3,"credito_nomina, cuenta_debito, tarjeta_credito_hey",3,78000.0,120116.57999999999,0.4871,30,167992.22,5599.740666666667,0.0,0,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-08947,27,H,Nuevo León,Santa Catarina,Preparatoria,Empleado,16500,1473,True,True,Fan Shop,466,3,app_ios,9.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,48101.4,,66,225919.82,3423.027575757576,105.35,0,7,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-08948,32,M,Estado de México,Nezahualcóyotl,Licenciatura,Empresario,39000,1597,True,False,App,791,0,app_ios,8.0,True,False,es_MX,True,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,40000.0,282512.56,0.2474,74,663667.21,8968.47581081081,545.39,7,12,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-08949,21,H,Oaxaca,Juchitán,Preparatoria,Estudiante,26000,27,True,False,Fan Shop,596,3,app_ios,7.0,False,True,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,116000.0,90899.79999999999,0.3621,76,244121.47,3212.1246052631577,155.24,3,8,"app_android, app_huawei, app_ios, cajero_externo, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-08950,40,M,Puebla,Puebla,Licenciatura,Independiente,42000,1793,False,False,App,743,9,app_android,8.0,False,False,es_MX,False,3,False,3,"credito_personal, cuenta_debito, tarjeta_credito_negocios",3,170000.0,103581.20999999999,0.4255,53,401928.01,7583.547358490566,0.0,3,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,transf_entrada
